season,week,date,weekday,kickoff_et,away_team,home_team,away_score,home_score,home_spread,total,ats_winner,over_under,roof,division_game,stadium
2025,5,2025-10-05,Sunday,16:05,TEN,ARI,22,21,-7.5,41.5,TEN,Over,closed,0,State Farm Stadium
2025,5,2025-10-05,Sunday,16:05,TB,SEA,38,35,-3.5,44.5,TB,Over,outdoors,0,Lumen Field
2025,5,2025-10-05,Sunday,16:25,DET,CIN,37,24,10.5,49.5,DET,Over,outdoors,0,Paycor Stadium
2025,5,2025-10-05,Sunday,16:25,WAS,LAC,27,10,-2.5,47.5,WAS,Under,dome,0,SoFi Stadium
2025,5,2025-10-05,Sunday,20:20,NE,BUF,23,20,-7.5,49.5,NE,Under,outdoors,1,New Era Field
2025,5,2025-10-06,Monday,20:15,KC,JAX,28,31,3.5,45.5,JAX,Over,outdoors,0,TIAA Bank Stadium
2025,6,2025-10-09,Thursday,20:15,PHI,NYG,17,34,7.0,40.5,NYG,Over,outdoors,1,MetLife Stadium
2025,6,2025-10-12,Sunday,09:30,DEN,NYJ,13,11,7.5,43.5,NYJ,Under,outdoors,0,MetLife Stadium
2025,6,2025-10-12,Sunday,13:00,LA,BAL,17,3,7.0,43.5,LA,Under,outdoors,0,M&T Bank Stadium
2025,6,2025-10-12,Sunday,13:00,DAL,CAR,27,30,3.0,47.5,CAR,Over,outdoors,0,Bank of America Stadium
2025,6,2025-10-12,Sunday,13:00,ARI,IND,27,31,-8.5,46.5,ARI,Over,closed,0,Lucas Oil Stadium
2025,6,2025-10-12,Sunday,13:00,SEA,JAX,20,12,1.5,47.5,SEA,Under,outdoors,0,TIAA Bank Stadium
2025,6,2025-10-12,Sunday,13:00,LAC,MIA,29,27,3.5,45.5,MIA,Over,outdoors,0,Hard Rock Stadium
2025,6,2025-10-12,Sunday,13:00,NE,NO,25,19,3.5,46.5,NE,Under,dome,0,Mercedes-Benz Superdome
2025,6,2025-10-12,Sunday,13:00,CLE,PIT,9,23,-5.5,37.5,PIT,Under,outdoors,1,Acrisure Stadium
2025,6,2025-10-12,Sunday,16:05,TEN,LV,10,20,-3.5,41.5,LV,Under,dome,0,Allegiant Stadium
2025,6,2025-10-12,Sunday,16:25,CIN,GB,18,27,-14.0,44.5,CIN,Over,outdoors,0,Lambeau Field
2025,6,2025-10-12,Sunday,16:25,SF,TB,19,30,-3.5,46.5,TB,Over,outdoors,0,Raymond James Stadium
2025,6,2025-10-12,Sunday,20:20,DET,KC,17,30,-2.5,51.5,KC,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2025,6,2025-10-13,Monday,19:15,BUF,ATL,14,24,3.5,49.5,ATL,Under,closed,0,Mercedes-Benz Stadium
2025,6,2025-10-13,Monday,20:15,CHI,WAS,25,24,-5.5,49.5,CHI,Under,outdoors,0,FedExField
2025,7,2025-10-16,Thursday,20:15,PIT,CIN,31,33,5.5,45.5,CIN,Over,outdoors,1,Paycor Stadium
2025,7,2025-10-19,Sunday,09:30,LA,JAX,35,7,3.0,44.5,LA,Under,outdoors,0,TIAA Bank Stadium
2025,7,2025-10-19,Sunday,13:00,NO,CHI,14,26,-4.5,43.5,CHI,Under,outdoors,0,Soldier Field
2025,7,2025-10-19,Sunday,13:00,MIA,CLE,6,31,-2.5,34.5,CLE,Over,outdoors,0,FirstEnergy Stadium
2025,7,2025-10-19,Sunday,13:00,LV,KC,0,31,-13.5,44.5,KC,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2025,7,2025-10-19,Sunday,13:00,PHI,MIN,28,22,2.5,43.5,PHI,Over,dome,0,U.S. Bank Stadium
2025,7,2025-10-19,Sunday,13:00,CAR,NYJ,13,6,-1.5,39.5,CAR,Under,outdoors,0,MetLife Stadium
2025,7,2025-10-19,Sunday,13:00,NE,TEN,31,13,6.5,40.5,NE,Over,outdoors,0,Nissan Stadium
2025,7,2025-10-19,Sunday,16:05,NYG,DEN,32,33,-7.5,39.5,NYG,Over,outdoors,0,Empower Field at Mile High
2025,7,2025-10-19,Sunday,16:05,IND,LAC,38,24,-2.5,48.5,IND,Over,dome,0,SoFi Stadium
2025,7,2025-10-19,Sunday,16:25,GB,ARI,27,23,7.0,44.5,ARI,Over,closed,0,State Farm Stadium
2025,7,2025-10-19,Sunday,16:25,WAS,DAL,22,44,-1.5,54.5,DAL,Over,closed,1,AT&T Stadium
2025,7,2025-10-19,Sunday,20:20,ATL,SF,10,20,-1.5,46.5,SF,Under,outdoors,0,Levi's Stadium
2025,7,2025-10-20,Monday,19:00,TB,DET,9,24,-6.0,54.5,DET,Under,dome,0,Ford Field
2025,7,2025-10-20,Monday,22:00,HOU,SEA,19,27,-3.0,41.5,SEA,Over,outdoors,0,Lumen Field
2025,8,2025-10-23,Thursday,20:15,MIN,LAC,10,37,-3.0,45.5,LAC,Over,dome,0,SoFi Stadium
2025,8,2025-10-26,Sunday,13:00,MIA,ATL,34,10,-7.0,44.5,MIA,Under,closed,0,Mercedes-Benz Stadium
2025,8,2025-10-26,Sunday,13:00,CHI,BAL,16,30,-2.5,45.5,BAL,Over,outdoors,0,M&T Bank Stadium
2025,8,2025-10-26,Sunday,13:00,BUF,CAR,40,9,7.0,47.5,BUF,Over,outdoors,0,Bank of America Stadium
2025,8,2025-10-26,Sunday,13:00,NYJ,CIN,39,38,-5.5,43.5,NYJ,Over,outdoors,0,Paycor Stadium
2025,8,2025-10-26,Sunday,13:00,SF,HOU,15,26,-2.5,41.5,HOU,Under,closed,0,NRG Stadium
2025,8,2025-10-26,Sunday,13:00,CLE,NE,13,32,-7.0,40.5,NE,Over,outdoors,0,Gillette Stadium
2025,8,2025-10-26,Sunday,13:00,NYG,PHI,20,38,-7.0,43.5,PHI,Over,outdoors,1,Lincoln Financial Field
2025,8,2025-10-26,Sunday,16:05,TB,NO,23,3,4.5,46.5,TB,Under,dome,1,Mercedes-Benz Superdome
2025,8,2025-10-26,Sunday,16:25,DAL,DEN,24,44,-3.5,51.5,DEN,Over,outdoors,0,Empower Field at Mile High
2025,8,2025-10-26,Sunday,16:25,TEN,IND,14,38,-15.5,47.5,IND,Over,closed,1,Lucas Oil Stadium
2025,8,2025-10-26,Sunday,20:20,GB,PIT,35,25,3.0,46.5,GB,Over,outdoors,0,Acrisure Stadium
2025,8,2025-10-27,Monday,20:15,WAS,KC,7,28,-10.5,48.5,KC,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2025,9,2025-10-30,Thursday,20:15,BAL,MIA,28,6,7.5,51.5,BAL,Under,outdoors,0,Hard Rock Stadium
2025,9,2025-11-02,Sunday,13:00,CHI,CIN,47,42,3.0,51.5,CHI,Over,outdoors,0,Paycor Stadium
2025,9,2025-11-02,Sunday,13:00,MIN,DET,27,24,-9.5,47.5,MIN,Over,dome,1,Ford Field
2025,9,2025-11-02,Sunday,13:00,CAR,GB,16,13,-12.5,43.5,CAR,Under,outdoors,0,Lambeau Field
2025,9,2025-11-02,Sunday,13:00,DEN,HOU,18,15,-1.5,40.5,DEN,Under,closed,0,NRG Stadium
2025,9,2025-11-02,Sunday,13:00,ATL,NE,23,24,-5.5,45.5,ATL,Over,outdoors,0,Gillette Stadium
2025,9,2025-11-02,Sunday,13:00,SF,NYG,34,24,2.5,47.5,SF,Over,outdoors,0,MetLife Stadium
2025,9,2025-11-02,Sunday,13:00,IND,PIT,20,27,3.5,51.5,PIT,Under,outdoors,0,Acrisure Stadium
2025,9,2025-11-02,Sunday,13:00,LAC,TEN,27,20,10.0,44.5,TEN,Over,outdoors,0,Nissan Stadium
2025,9,2025-11-02,Sunday,16:05,NO,LA,10,34,-14.0,44.5,LA,Under,dome,0,SoFi Stadium
2025,9,2025-11-02,Sunday,16:05,JAX,LV,30,29,2.5,43.5,LV,Over,dome,0,Allegiant Stadium
2025,9,2025-11-02,Sunday,16:25,KC,BUF,21,28,2.5,53.5,BUF,Under,outdoors,0,New Era Field
2025,9,2025-11-02,Sunday,20:20,SEA,WAS,38,14,2.5,47.5,SEA,Over,outdoors,0,FedExField
2025,9,2025-11-03,Monday,20:15,ARI,DAL,27,17,-3.5,53.5,ARI,Under,closed,0,AT&T Stadium
2025,10,2025-11-06,Thursday,20:15,LV,DEN,7,10,-9.5,42.5,LV,Under,outdoors,1,Empower Field at Mile High
2025,10,2025-11-09,Sunday,09:30,ATL,IND,25,31,-6.5,48.5,ATL,Over,closed,0,Lucas Oil Stadium
2025,10,2025-11-09,Sunday,13:00,NO,CAR,17,7,-5.5,38.5,NO,Under,outdoors,1,Bank of America Stadium
2025,10,2025-11-09,Sunday,13:00,NYG,CHI,20,24,-4.5,45.5,NYG,Under,outdoors,0,Soldier Field
2025,10,2025-11-09,Sunday,13:00,JAX,HOU,29,36,1.5,37.5,HOU,Over,closed,1,NRG Stadium
2025,10,2025-11-09,Sunday,13:00,BUF,MIA,13,30,8.5,50.5,MIA,Under,outdoors,1,Hard Rock Stadium
2025,10,2025-11-09,Sunday,13:00,BAL,MIN,27,19,4.5,48.5,BAL,Under,dome,0,U.S. Bank Stadium
2025,10,2025-11-09,Sunday,13:00,CLE,NYJ,20,27,1.5,37.5,NYJ,Over,outdoors,0,MetLife Stadium
2025,10,2025-11-09,Sunday,13:00,NE,TB,28,23,-2.5,48.5,NE,Over,outdoors,0,Raymond James Stadium
2025,10,2025-11-09,Sunday,16:05,ARI,SEA,22,44,-7.0,44.5,SEA,Over,outdoors,1,Lumen Field
2025,10,2025-11-09,Sunday,16:25,LA,SF,42,26,5.5,49.5,LA,Over,outdoors,1,Levi's Stadium
2025,10,2025-11-09,Sunday,16:25,DET,WAS,44,22,8.5,49.5,DET,Over,outdoors,0,FedExField
2025,10,2025-11-09,Sunday,20:20,PIT,LAC,10,25,-3.0,45.5,LAC,Under,dome,0,SoFi Stadium
2025,10,2025-11-10,Monday,20:15,PHI,GB,10,7,-1.5,45.5,PHI,Under,outdoors,0,Lambeau Field
2025,11,2025-11-13,Thursday,20:15,NYJ,NE,14,27,-12.5,43.5,NE,Under,outdoors,1,Gillette Stadium
2025,11,2025-11-16,Sunday,09:30,WAS,MIA,13,16,-2.5,47.5,MIA,Under,outdoors,0,Hard Rock Stadium
2025,11,2025-11-16,Sunday,13:00,CAR,ATL,30,27,-4.5,42.5,CAR,Over,closed,1,Mercedes-Benz Stadium
2025,11,2025-11-16,Sunday,13:00,TB,BUF,32,44,-6.0,46.5,BUF,Over,outdoors,0,New Era Field
2025,11,2025-11-16,Sunday,13:00,LAC,JAX,6,35,3.0,43.5,JAX,Under,outdoors,0,TIAA Bank Stadium
2025,11,2025-11-16,Sunday,13:00,CHI,MIN,19,17,-3.0,47.5,CHI,Under,dome,1,U.S. Bank Stadium
2025,11,2025-11-16,Sunday,13:00,GB,NYG,27,20,7.5,41.5,NYG,Over,outdoors,0,MetLife Stadium
2025,11,2025-11-16,Sunday,13:00,CIN,PIT,12,34,-5.5,48.5,PIT,Under,outdoors,1,Acrisure Stadium
2025,11,2025-11-16,Sunday,13:00,HOU,TEN,16,13,5.5,37.5,TEN,Under,outdoors,1,Nissan Stadium
2025,11,2025-11-16,Sunday,16:05,SF,ARI,41,22,3.5,48.5,SF,Over,closed,1,State Farm Stadium
2025,11,2025-11-16,Sunday,16:05,SEA,LA,19,21,-3.0,49.5,SEA,Under,dome,1,SoFi Stadium
2025,11,2025-11-16,Sunday,16:25,BAL,CLE,23,16,7.5,37.5,CLE,Over,outdoors,1,FirstEnergy Stadium
2025,11,2025-11-16,Sunday,16:25,KC,DEN,19,22,3.5,44.5,DEN,Under,outdoors,1,Empower Field at Mile High
2025,11,2025-11-16,Sunday,20:20,DET,PHI,9,16,-2.5,46.5,PHI,Under,outdoors,0,Lincoln Financial Field
2025,11,2025-11-17,Monday,20:15,DAL,LV,33,16,3.5,48.5,DAL,Over,dome,0,Allegiant Stadium
2025,12,2025-11-20,Thursday,20:15,BUF,HOU,19,23,5.5,43.5,HOU,Under,closed,0,NRG Stadium
2025,12,2025-11-23,Sunday,13:00,NYJ,BAL,10,23,-14.0,44.5,NYJ,Under,outdoors,0,M&T Bank Stadium
2025,12,2025-11-23,Sunday,13:00,PIT,CHI,28,31,-3.0,46.5,PUSH,Over,outdoors,0,Soldier Field
2025,12,2025-11-23,Sunday,13:00,NE,CIN,26,20,7.5,50.5,CIN,Under,outdoors,0,Paycor Stadium
2025,12,2025-11-23,Sunday,13:00,NYG,DET,27,34,-14.0,50.5,NYG,Over,dome,0,Ford Field
2025,12,2025-11-23,Sunday,13:00,MIN,GB,6,23,-6.5,41.5,GB,Under,outdoors,1,Lambeau Field
2025,12,2025-11-23,Sunday,13:00,IND,KC,20,23,-3.5,50.5,IND,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2025,12,2025-11-23,Sunday,13:00,SEA,TEN,30,24,12.5,41.5,TEN,Over,outdoors,0,Nissan Stadium
2025,12,2025-11-23,Sunday,16:05,JAX,ARI,27,24,2.5,47.5,JAX,Over,closed,0,State Farm Stadium
2025,12,2025-11-23,Sunday,16:05,CLE,LV,24,10,-3.0,35.5,CLE,Under,dome,0,Allegiant Stadium
2025,12,2025-11-23,Sunday,16:25,PHI,DAL,21,24,3.0,47.5,DAL,Under,closed,1,AT&T Stadium
2025,12,2025-11-23,Sunday,16:25,ATL,NO,24,10,-1.5,41.5,ATL,Under,dome,1,Mercedes-Benz Superdome
2025,12,2025-11-23,Sunday,20:20,TB,LA,7,34,-7.0,49.5,LA,Under,dome,0,SoFi Stadium
2025,12,2025-11-24,Monday,20:15,CAR,SF,9,20,-7.5,48.5,SF,Under,outdoors,0,Levi's Stadium
2025,13,2025-11-27,Thursday,13:00,GB,DET,31,24,-2.5,48.5,GB,Over,dome,1,Ford Field
2025,13,2025-11-27,Thursday,16:30,KC,DAL,28,31,3.5,53.5,DAL,Over,closed,0,AT&T Stadium
2025,13,2025-11-27,Thursday,20:20,CIN,BAL,32,14,-7.0,52.5,CIN,Under,outdoors,1,M&T Bank Stadium
2025,13,2025-11-28,Friday,15:00,CHI,PHI,24,15,-7.0,43.5,CHI,Under,outdoors,0,Lincoln Financial Field
2025,13,2025-11-30,Sunday,13:00,LA,CAR,28,31,10.0,44.5,CAR,Over,outdoors,0,Bank of America Stadium
2025,13,2025-11-30,Sunday,13:00,SF,CLE,26,8,5.5,35.5,SF,Under,outdoors,0,FirstEnergy Stadium
2025,13,2025-11-30,Sunday,13:00,HOU,IND,20,16,-3.0,44.5,HOU,Under,closed,1,Lucas Oil Stadium
2025,13,2025-11-30,Sunday,13:00,NO,MIA,17,21,-5.5,41.5,NO,Under,outdoors,0,Hard Rock Stadium
2025,13,2025-11-30,Sunday,13:00,ATL,NYJ,24,27,3.0,38.5,NYJ,Over,outdoors,0,MetLife Stadium
2025,13,2025-11-30,Sunday,13:00,ARI,TB,17,20,-4.5,44.5,ARI,Under,outdoors,0,Raymond James Stadium
2025,13,2025-11-30,Sunday,13:00,JAX,TEN,25,3,6.0,42.5,JAX,Under,outdoors,1,Nissan Stadium
2025,13,2025-11-30,Sunday,16:05,MIN,SEA,0,26,-12.5,42.5,SEA,Under,outdoors,0,Lumen Field
2025,13,2025-11-30,Sunday,16:25,LV,LAC,14,31,-10.0,40.5,LAC,Over,dome,1,SoFi Stadium
2025,13,2025-11-30,Sunday,16:25,BUF,PIT,26,7,3.0,44.5,BUF,Under,outdoors,0,Acrisure Stadium
2025,13,2025-11-30,Sunday,20:20,DEN,WAS,27,26,6.5,43.5,WAS,Over,outdoors,0,FedExField
2025,13,2025-12-01,Monday,20:15,NYG,NE,15,33,-7.0,46.5,NE,Over,outdoors,0,Gillette Stadium
2025,14,2025-12-04,Thursday,20:15,DAL,DET,30,44,-3.5,55.5,DET,Over,dome,0,Ford Field
2025,14,2025-12-07,Sunday,13:00,SEA,ATL,37,9,7.0,44.5,SEA,Over,closed,0,Mercedes-Benz Stadium
2025,14,2025-12-07,Sunday,13:00,PIT,BAL,27,22,-5.5,43.5,PIT,Over,outdoors,1,M&T Bank Stadium
2025,14,2025-12-07,Sunday,13:00,CIN,BUF,34,39,-6.0,54.5,CIN,Over,outdoors,0,New Era Field
2025,14,2025-12-07,Sunday,13:00,TEN,CLE,31,29,-4.5,33.5,TEN,Over,outdoors,0,FirstEnergy Stadium
2025,14,2025-12-07,Sunday,13:00,IND,JAX,19,36,2.5,44.5,JAX,Over,outdoors,1,TIAA Bank Stadium
2025,14,2025-12-07,Sunday,13:00,WAS,MIN,0,31,1.5,43.5,MIN,Under,dome,0,U.S. Bank Stadium
2025,14,2025-12-07,Sunday,13:00,MIA,NYJ,34,10,2.5,41.5,MIA,Over,outdoors,1,MetLife Stadium
2025,14,2025-12-07,Sunday,13:00,NO,TB,24,20,-7.5,41.5,NO,Over,outdoors,1,Raymond James Stadium
2025,14,2025-12-07,Sunday,16:05,DEN,LV,24,17,8.5,40.5,LV,Over,dome,1,Allegiant Stadium
2025,14,2025-12-07,Sunday,16:25,LA,ARI,45,17,9.5,49.5,LA,Over,closed,1,State Farm Stadium
2025,14,2025-12-07,Sunday,16:25,CHI,GB,21,28,-6.5,44.5,GB,Over,outdoors,1,Lambeau Field
2025,14,2025-12-07,Sunday,20:20,HOU,KC,20,10,-4.5,41.5,HOU,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2025,14,2025-12-08,Monday,20:15,PHI,LAC,19,22,1.5,41.5,LAC,Under,dome,0,SoFi Stadium
2025,15,2025-12-11,Thursday,20:15,ATL,TB,29,28,-6.0,43.5,ATL,Over,outdoors,1,Raymond James Stadium
2025,15,2025-12-14,Sunday,13:00,CLE,CHI,3,31,-7.5,38.5,CHI,Under,outdoors,0,Soldier Field
2025,15,2025-12-14,Sunday,13:00,BAL,CIN,24,0,2.5,51.5,BAL,Under,outdoors,1,Paycor Stadium
2025,15,2025-12-14,Sunday,13:00,ARI,HOU,20,40,-10.5,42.5,HOU,Over,closed,0,NRG Stadium
2025,15,2025-12-14,Sunday,13:00,NYJ,JAX,20,48,-13.5,40.5,JAX,Over,outdoors,0,TIAA Bank Stadium
2025,15,2025-12-14,Sunday,13:00,LAC,KC,16,13,-5.5,41.5,LAC,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2025,15,2025-12-14,Sunday,13:00,BUF,NE,35,31,2.5,49.5,BUF,Over,outdoors,1,Gillette Stadium
2025,15,2025-12-14,Sunday,13:00,WAS,NYG,29,21,-2.5,46.5,WAS,Over,outdoors,1,MetLife Stadium
2025,15,2025-12-14,Sunday,13:00,LV,PHI,0,31,-12.5,37.5,PHI,Under,outdoors,0,Lincoln Financial Field
2025,15,2025-12-14,Sunday,16:25,GB,DEN,26,34,1.5,42.5,DEN,Over,outdoors,0,Empower Field at Mile High
2025,15,2025-12-14,Sunday,16:25,DET,LA,34,41,-5.5,54.5,LA,Over,dome,0,SoFi Stadium
2025,15,2025-12-14,Sunday,16:25,CAR,NO,17,20,2.5,41.5,NO,Under,dome,1,Mercedes-Benz Superdome
2025,15,2025-12-14,Sunday,16:25,IND,SEA,16,18,-13.5,41.5,IND,Under,outdoors,0,Lumen Field
2025,15,2025-12-14,Sunday,16:25,TEN,SF,24,37,-12.5,44.5,SF,Over,outdoors,0,Levi's Stadium
2025,15,2025-12-14,Sunday,20:20,MIN,DAL,34,26,-5.5,47.5,MIN,Over,closed,0,AT&T Stadium
2025,15,2025-12-15,Monday,20:15,MIA,PIT,15,28,-3.0,42.5,PIT,Over,outdoors,0,Acrisure Stadium
2025,16,2025-12-18,Thursday,20:15,LA,SEA,37,38,-1.5,42.5,LA,Over,outdoors,1,Lumen Field
2025,16,2025-12-20,Saturday,17:00,PHI,WAS,29,18,7.0,43.5,PHI,Over,outdoors,1,FedExField
2025,16,2025-12-20,Saturday,20:20,GB,CHI,16,22,-1.5,45.5,CHI,Under,outdoors,1,Soldier Field
2025,16,2025-12-21,Sunday,13:00,TB,CAR,20,23,3.0,44.5,CAR,Under,outdoors,1,Bank of America Stadium
2025,16,2025-12-21,Sunday,13:00,BUF,CLE,23,20,10.5,41.5,CLE,Over,outdoors,0,FirstEnergy Stadium
2025,16,2025-12-21,Sunday,13:00,LAC,DAL,34,17,-1.5,50.5,LAC,Over,closed,0,AT&T Stadium
2025,16,2025-12-21,Sunday,13:00,CIN,MIA,45,21,3.5,48.5,CIN,Over,outdoors,0,Hard Rock Stadium
2025,16,2025-12-21,Sunday,13:00,NYJ,NO,6,29,-6.5,39.5,NO,Under,dome,0,Mercedes-Benz Superdome
2025,16,2025-12-21,Sunday,13:00,MIN,NYG,16,13,2.5,41.5,MIN,Under,outdoors,0,MetLife Stadium
2025,16,2025-12-21,Sunday,13:00,KC,TEN,9,26,3.5,37.5,TEN,Under,outdoors,0,Nissan Stadium
2025,16,2025-12-21,Sunday,16:05,ATL,ARI,26,19,2.5,48.5,ATL,Under,closed,0,State Farm Stadium
2025,16,2025-12-21,Sunday,16:05,JAX,DEN,34,20,-3.5,46.5,JAX,Over,outdoors,0,Empower Field at Mile High
2025,16,2025-12-21,Sunday,16:25,PIT,DET,29,24,-7.5,52.5,PIT,Over,dome,0,Ford Field
2025,16,2025-12-21,Sunday,16:25,LV,HOU,21,23,-14.5,39.5,LV,Over,closed,0,NRG Stadium
2025,16,2025-12-21,Sunday,20:20,NE,BAL,28,24,-3.5,48.5,NE,Over,outdoors,0,M&T Bank Stadium
2025,16,2025-12-22,Monday,20:15,SF,IND,48,27,4.5,46.5,SF,Over,closed,0,Lucas Oil Stadium
2025,17,2025-12-25,Thursday,13:00,DAL,WAS,30,23,8.5,50.5,WAS,Over,outdoors,1,FedExField
2025,17,2025-12-25,Thursday,16:30,DET,MIN,10,23,7.0,45.5,MIN,Under,dome,1,U.S. Bank Stadium
2025,17,2025-12-25,Thursday,20:15,DEN,KC,20,13,13.5,37.5,KC,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2025,17,2025-12-27,Saturday,16:30,HOU,LAC,20,16,-1.5,40.5,HOU,Under,dome,0,SoFi Stadium
2025,17,2025-12-27,Saturday,20:00,BAL,GB,41,24,-2.5,38.5,BAL,Over,outdoors,0,Lambeau Field
2025,17,2025-12-28,Sunday,13:00,SEA,CAR,27,10,6.5,42.5,SEA,Under,outdoors,0,Bank of America Stadium
2025,17,2025-12-28,Sunday,13:00,ARI,CIN,14,37,-7.0,52.5,CIN,Under,outdoors,0,Paycor Stadium
2025,17,2025-12-28,Sunday,13:00,PIT,CLE,6,13,4.5,35.5,CLE,Under,outdoors,1,FirstEnergy Stadium
2025,17,2025-12-28,Sunday,13:00,JAX,IND,23,17,3.5,48.5,JAX,Under,closed,1,Lucas Oil Stadium
2025,17,2025-12-28,Sunday,13:00,TB,MIA,17,20,5.5,44.5,MIA,Under,outdoors,0,Hard Rock Stadium
2025,17,2025-12-28,Sunday,13:00,NE,NYJ,42,10,12.5,42.5,NE,Over,outdoors,1,MetLife Stadium
2025,17,2025-12-28,Sunday,13:00,NO,TEN,34,26,1.5,39.5,NO,Over,outdoors,0,Nissan Stadium
2025,17,2025-12-28,Sunday,16:05,NYG,LV,34,10,3.0,40.5,NYG,Over,dome,0,Allegiant Stadium
2025,17,2025-12-28,Sunday,16:25,PHI,BUF,13,12,-3.0,45.5,PHI,Under,outdoors,0,New Era Field
2025,17,2025-12-28,Sunday,20:20,CHI,SF,38,42,-3.5,51.5,SF,Over,outdoors,0,Levi's Stadium
2025,17,2025-12-29,Monday,20:15,LA,ATL,24,27,7.5,48.5,ATL,Over,closed,0,Mercedes-Benz Stadium
2025,18,2026-01-03,Saturday,16:30,CAR,TB,14,16,-3.0,43.5,CAR,Under,outdoors,1,Raymond James Stadium
2025,18,2026-01-03,Saturday,20:00,SEA,SF,13,3,2.5,47.5,SEA,Under,outdoors,1,Levi's Stadium
2025,18,2026-01-04,Sunday,13:00,NO,ATL,17,19,-4.5,43.5,NO,Under,closed,1,Mercedes-Benz Stadium
2025,18,2026-01-04,Sunday,13:00,CLE,CIN,20,18,-9.5,47.5,CLE,Under,outdoors,1,Paycor Stadium
2025,18,2026-01-04,Sunday,13:00,IND,HOU,30,38,-9.5,37.5,IND,Over,closed,1,NRG Stadium
2025,18,2026-01-04,Sunday,13:00,TEN,JAX,7,41,-12.5,46.5,JAX,Over,outdoors,1,TIAA Bank Stadium
2025,18,2026-01-04,Sunday,13:00,GB,MIN,3,16,-12.5,37.5,MIN,Under,dome,1,U.S. Bank Stadium
2025,18,2026-01-04,Sunday,13:00,DAL,NYG,17,34,3.0,50.5,NYG,Over,outdoors,1,MetLife Stadium
2025,18,2026-01-04,Sunday,16:25,NYJ,BUF,8,35,-12.5,39.5,BUF,Over,outdoors,1,New Era Field
2025,18,2026-01-04,Sunday,16:25,DET,CHI,19,16,-3.5,51.5,DET,Under,outdoors,1,Soldier Field
2025,18,2026-01-04,Sunday,16:25,LAC,DEN,3,19,-14.5,37.5,DEN,Under,outdoors,1,Empower Field at Mile High
2025,18,2026-01-04,Sunday,16:25,ARI,LA,20,37,-14.5,49.5,LA,Over,dome,1,SoFi Stadium
2025,18,2026-01-04,Sunday,16:25,KC,LV,12,14,3.5,36.5,LV,Under,dome,1,Allegiant Stadium
2025,18,2026-01-04,Sunday,16:25,MIA,NE,10,38,-14.0,44.5,NE,Over,outdoors,1,Gillette Stadium
2025,18,2026-01-04,Sunday,16:25,WAS,PHI,24,17,-3.0,38.5,WAS,Over,outdoors,1,Lincoln Financial Field
2025,18,2026-01-04,Sunday,20:20,BAL,PIT,24,26,4.5,41.5,PIT,Over,outdoors,1,Acrisure Stadium
2026,1,2026-09-09,Wednesday,20:20,NE,SEA,10,13,-3.5,44.5,NE,Under,outdoors,0,Lumen Field
2026,1,2026-09-10,Thursday,20:35,SF,LA,27,7,-3.5,47.5,SF,Under,dome,1,Melbourne Cricket Ground
2026,1,2026-09-13,Sunday,13:00,CHI,CAR,59,37,3.0,47.5,CHI,Over,outdoors,0,Bank of America Stadium
2026,1,2026-09-13,Sunday,13:00,TB,CIN,27,33,-3.5,50.5,CIN,Over,outdoors,0,Paycor Stadium
2026,1,2026-09-13,Sunday,13:00,NO,DET,30,31,-7.0,49.5,NO,Over,dome,0,Ford Field
2026,1,2026-09-13,Sunday,13:00,BUF,HOU,36,31,1.5,44.5,BUF,Over,closed,0,Reliant Stadium
2026,1,2026-09-13,Sunday,13:00,BAL,IND,41,23,3.0,48.5,BAL,Over,closed,0,Lucas Oil Stadium
2026,1,2026-09-13,Sunday,13:00,CLE,JAX,10,34,-8.5,40.5,JAX,Over,outdoors,0,EverBank Stadium
2026,1,2026-09-13,Sunday,13:00,ATL,PIT,13,20,-6.5,40.5,PIT,Under,outdoors,0,Acrisure Stadium
2026,1,2026-09-13,Sunday,13:00,NYJ,TEN,23,10,-1.5,39.5,NYJ,Under,outdoors,0,Nissan Stadium
2026,1,2026-09-13,Sunday,16:25,ARI,LAC,26,14,-8.5,47.5,ARI,Under,dome,0,SoFi Stadium
2026,1,2026-09-13,Sunday,16:25,MIA,LV,13,27,-3.0,40.5,LV,Under,dome,0,Allegiant Stadium
2026,1,2026-09-13,Sunday,16:25,GB,MIN,22,39,-1.5,46.5,MIN,Over,dome,1,U.S. Bank Stadium
2026,1,2026-09-13,Sunday,16:25,WAS,PHI,22,24,-6.0,43.5,WAS,Over,outdoors,1,Lincoln Financial Field
2026,1,2026-09-13,Sunday,20:20,DAL,NYG,20,28,3.0,47.5,NYG,Over,outdoors,1,MetLife Stadium
2026,1,2026-09-14,Monday,20:15,DEN,KC,10,31,-2.5,42.5,KC,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2026,2,2026-09-17,Thursday,20:15,DET,BUF,31,41,-5.5,54.5,BUF,Over,outdoors,0,Highmark Stadium
2026,2,2026-09-20,Sunday,13:00,CAR,ATL,34,3,2.5,43.5,CAR,Under,closed,1,Mercedes-Benz Stadium
